DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,Statistics,Data type,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2009-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6917.1,,,,1
2009-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6884.4,,,,1
2010-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6902.8,,,,1
2010-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6922.6,,,,1
2010-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6901.2,,,,1
2010-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6921.9,,,,1
2010-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6942.5,,,,1
2010-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6944.7,,,,1
2010-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6955.7,,,,1
2010-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6980,,,,1
2010-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6934.8,,,,1
2010-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6909.6,,,,1
2010-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6935.1,,,,1
2010-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6963,,,,1
2011-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6990.6,,,,1
2011-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6970.5,,,,1
2011-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6985.3,,,,1
2011-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7008.8,,,,1
2011-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6991.4,,,,1
2011-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7019.5,,,,1
2011-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6984.4,,,,1
2011-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6983.7,,,,1
2011-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7003.6,,,,1
2011-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6980.1,,,,1
2011-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6993.5,,,,1
2011-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6967.3,,,,1
2012-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6988.4,,,,1
2012-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6948.3,,,,1
2012-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6963.9,,,,1
2012-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6987.6,,,,1
2012-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6977.4,,,,1
2012-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6982.1,,,,1
2012-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6996.5,,,,1
2012-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6985,,,,1
2012-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7022.6,,,,1
2012-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7050.6,,,,1
2012-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7033.4,,,,1
2012-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7066.8,,,,1
2013-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7052.3,,,,1
2013-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7069.4,,,,1
2013-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7055.6,,,,1
2013-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7049.2,,,,1
2013-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7069.7,,,,1
2013-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7073,,,,1
2013-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7059.7,,,,1
2013-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7070,,,,1
2013-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7070.3,,,,1
2013-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7064.3,,,,1
2013-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7069.9,,,,1
2013-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7061.9,,,,1
2014-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7038.2,,,,1
2014-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7048.9,,,,1
2014-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7050.6,,,,1
2014-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7065.3,,,,1
2014-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7041.5,,,,1
2014-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7034.5,,,,1
2014-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7073.2,,,,1
2014-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7066.6,,,,1
2014-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7077.3,,,,1
2014-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7091.3,,,,1
2014-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7071.1,,,,1
2014-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7062.5,,,,1
2015-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7035.1,,,,1
2015-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7065.5,,,,1
2015-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7053,,,,1
2015-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7033.1,,,,1
2015-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7039.5,,,,1
2015-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7047.2,,,,1
2015-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7057.6,,,,1
2015-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7071.7,,,,1
2015-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7030.4,,,,1
2015-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7024.7,,,,1
2015-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7050.8,,,,1
2015-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7078.2,,,,1
2016-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7096.7,,,,1
2016-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7092.7,,,,1
2016-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7101.9,,,,1
2016-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7150,,,,1
2016-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7107.3,,,,1
2016-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7092.1,,,,1
2016-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7067.1,,,,1
2016-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7103.1,,,,1
2016-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7101.7,,,,1
2016-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7117.8,,,,1
2016-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7118.3,,,,1
2016-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7139.3,,,,1
2017-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7188,,,,1
2017-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7164,,,,1
2017-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7177.3,,,,1
2017-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7129.6,,,,1
2017-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7179.9,,,,1
2017-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7163.9,,,,1
2017-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7180.7,,,,1
2017-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7171.6,,,,1
2017-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7180.7,,,,1
2017-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7213.7,,,,1
2017-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7226.8,,,,1
2017-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7237.9,,,,1
2018-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7188.8,,,,1
2018-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7201.4,,,,1
2018-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7228.1,,,,1
2018-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7235.6,,,,1
2018-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7268.1,,,,1
2018-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7325.6,,,,1
2018-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7341.6,,,,1
2018-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7294.4,,,,1
2018-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7345.3,,,,1
2018-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7335.2,,,,1
2018-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7339.1,,,,1
2018-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7340.1,,,,1
2019-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7383.8,,,,1
2019-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7406.2,,,,1
2019-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7402.5,,,,1
2019-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7446.5,,,,1
2019-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7430.6,,,,1
2019-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7446.5,,,,1
2019-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7458.1,,,,1
2019-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7490.2,,,,1
2019-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7501.4,,,,1
2019-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7480.5,,,,1
2019-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7519.7,,,,1
2019-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7518.7,,,,1
2020-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7518.4,,,,1
2020-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7534.4,,,,1
2020-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7296.8,,,,1
2020-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6895.6,,,,1
2020-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,6986.6,,,,1
2020-06-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7275.8,,,,1
2020-07-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7408,,,,1
2020-08-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7485.2,,,,1
2020-09-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7550.6,,,,1
2020-10-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7604.4,,,,1
2020-11-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7606.4,,,,1
2020-12-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7643.6,,,,1
2021-01-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7540.3,,,,1
2021-02-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7543.2,,,,1
2021-03-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7578.3,,,,1
2021-04-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7540.5,,,,1
2021-05-01,Ontario,2016A000235,Labour force,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581327,7.2.1.8.1.1,7510.1,,,,1
2000-01-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5642,,,,1
2000-02-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5664.6,,,,1
2000-03-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5688.3,,,,1
2000-04-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5699.9,,,,1
2000-05-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5688.3,,,,1
2000-06-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5707.3,,,,1
2000-07-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5742.9,,,,1
2000-08-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5744.5,,,,1
2000-09-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5757.4,,,,1
2000-10-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5795.4,,,,1
2000-11-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5801.4,,,,1
2000-12-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5812.2,,,,1
2001-01-01,Ontario,2016A000235,Employment,Both sexes,15 to 64 years,Estimate,Seasonally adjusted,Persons,249,thousands,3,v21581333,7.3.1.8.1.1,5821.6,,,,1
