REF_DATE,GEO,DGUID,Products and product groups,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2001-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.9,,,,1
2001-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.7,,,,1
2001-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.9,,,,1
2001-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100,,,,1
2001-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.4,,,,1
2001-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.9,,,,1
2001-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.9,,,,1
2002-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,98.8,,,,1
2002-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.5,,,,1
2002-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.3,,,,1
2002-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.2,,,,1
2002-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.2,,,,1
2002-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.5,,,,1
2002-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.8,,,,1
2002-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.7,,,,1
2002-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100,,,,1
2002-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.7,,,,1
2002-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.9,,,,1
2002-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.5,,,,1
2003-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,99.5,,,,1
2003-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.8,,,,1
2003-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.8,,,,1
2003-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101,,,,1
2003-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.1,,,,1
2003-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101,,,,1
2003-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.1,,,,1
2003-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.1,,,,1
2003-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.6,,,,1
2003-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.7,,,,1
2003-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2003-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.5,,,,1
2004-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2004-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.5,,,,1
2004-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.7,,,,1
2004-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.2,,,,1
2004-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.9,,,,1
2004-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.4,,,,1
2004-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2004-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2004-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.5,,,,1
2004-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2004-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2004-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2005-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2005-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2005-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.7,,,,1
2005-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2005-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.5,,,,1
2005-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.6,,,,1
2005-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.2,,,,1
2005-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.5,,,,1
2005-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.2,,,,1
2005-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.9,,,,1
2005-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.5,,,,1
2005-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.5,,,,1
2006-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.4,,,,1
2006-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.5,,,,1
2006-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.3,,,,1
2006-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.3,,,,1
2006-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.6,,,,1
2006-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.7,,,,1
2006-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,100.9,,,,1
2006-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.3,,,,1
2006-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,101.9,,,,1
2006-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.2,,,,1
2006-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.3,,,,1
2006-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.1,,,,1
2007-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.3,,,,1
2007-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103,,,,1
2007-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.4,,,,1
2007-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.6,,,,1
2007-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.3,,,,1
2007-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,102.9,,,,1
2007-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.3,,,,1
2007-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.6,,,,1
2007-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.9,,,,1
2007-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.6,,,,1
2007-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.4,,,,1
2007-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.2,,,,1
2008-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,103.5,,,,1
2008-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.9,,,,1
2008-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.6,,,,1
2008-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.6,,,,1
2008-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.6,,,,1
2008-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.4,,,,1
2008-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.6,,,,1
2008-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,104.6,,,,1
2008-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,106.1,,,,1
2008-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,105.6,,,,1
2008-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,106,,,,1
2008-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,105.9,,,,1
2009-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,105.9,,,,1
2009-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,106.8,,,,1
2009-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.1,,,,1
2009-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.6,,,,1
2009-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.6,,,,1
2009-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.1,,,,1
2009-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,106.6,,,,1
2009-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,106.3,,,,1
2009-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.9,,,,1
2009-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.5,,,,1
2009-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,108.6,,,,1
2009-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,107.6,,,,1
2010-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,108.1,,,,1
2010-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.3,,,,1
2010-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.2,,,,1
2010-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.2,,,,1
2010-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.4,,,,1
2010-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,108.9,,,,1
2010-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110,,,,1
2010-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.7,,,,1
2010-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110.4,,,,1
2010-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,109.7,,,,1
2010-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110.1,,,,1
2010-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110,,,,1
2011-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110.1,,,,1
2011-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110.6,,,,1
2011-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,111,,,,1
2011-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,110.9,,,,1
2011-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,111.5,,,,1
2011-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,111.7,,,,1
2011-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,111.8,,,,1
2011-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,112.4,,,,1
2011-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113,,,,1
2011-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.1,,,,1
2011-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.3,,,,1
2011-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.1,,,,1
2012-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.3,,,,1
2012-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114.2,,,,1
2012-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.8,,,,1
2012-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114,,,,1
2012-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114.1,,,,1
2012-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.9,,,,1
2012-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.9,,,,1
2012-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.4,,,,1
2012-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,113.5,,,,1
2012-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114.2,,,,1
2012-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114.5,,,,1
2012-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114,,,,1
2013-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,114.4,,,,1
2013-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.1,,,,1
2013-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2013-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2013-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.2,,,,1
2013-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2013-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,116.1,,,,1
2013-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.5,,,,1
2013-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2013-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.4,,,,1
2013-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2013-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2014-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,115.6,,,,1
2014-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,116.2,,,,1
2014-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,116.8,,,,1
2014-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,116,,,,1
2014-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,116.4,,,,1
2014-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,117.6,,,,1
2014-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,117.7,,,,1
2014-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.2,,,,1
2014-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.2,,,,1
2014-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.6,,,,1
2014-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.6,,,,1
2014-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.5,,,,1
2015-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,119.8,,,,1
2015-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,120.7,,,,1
2015-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121,,,,1
2015-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.6,,,,1
2015-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.7,,,,1
2015-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122,,,,1
2015-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.9,,,,1
2015-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.2,,,,1
2015-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.4,,,,1
2015-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.3,,,,1
2015-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.7,,,,1
2015-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.1,,,,1
2016-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,121.4,,,,1
2016-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.3,,,,1
2016-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.6,,,,1
2016-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.1,,,,1
2016-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.7,,,,1
2016-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.1,,,,1
2016-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.3,,,,1
2016-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.4,,,,1
2016-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.7,,,,1
2016-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.1,,,,1
2016-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.7,,,,1
2016-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.5,,,,1
2017-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.6,,,,1
2017-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.4,,,,1
2017-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.2,,,,1
2017-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.8,,,,1
2017-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.4,,,,1
2017-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.8,,,,1
2017-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.2,,,,1
2017-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.5,,,,1
2017-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,123.2,,,,1
2017-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.1,,,,1
2017-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.8,,,,1
2017-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,122.3,,,,1
2018-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.9,,,,1
2018-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,126.4,,,,1
2018-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.7,,,,1
2018-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,126.2,,,,1
2018-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.2,,,,1
2018-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.2,,,,1
2018-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.9,,,,1
2018-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.7,,,,1
2018-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.5,,,,1
2018-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,126.6,,,,1
2018-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,126.3,,,,1
2018-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.9,,,,1
2019-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.8,,,,1
2019-02-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.3,,,,1
2019-03-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.9,,,,1
2019-04-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.3,,,,1
2019-05-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.3,,,,1
2019-06-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.7,,,,1
2019-07-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.9,,,,1
2019-08-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.1,,,,1
2019-09-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.3,,,,1
2019-10-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.3,,,,1
2019-11-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,125.5,,,,1
2019-12-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.7,,,,1
2020-01-01,Ontario,2016A000235,"Household operations, furnishings and equipment",2002=100,17,units,0,v41691965,14.96,124.3,,,,1
